client_id,phone,observation_month,profession,estimated_income_usd,orange_money_account_age_months,historical_risk_score,paid_months_count,kit_is_suspended,payment_success_rate,failed_payment_count_12m,late_payment_count_12m,missed_payment_count_12m,days_since_last_payment,avg_payment_amount_usd,payment_amount_volatility,income_to_fee_ratio,profession_risk_score,default_next_90d
ACC-2026-0105,0842645243,2026-05,Enseignant,324.37,38,0.094,13,0,1.0,0,0,0,0,7.92,0.75,40.546,0.22,0
ACC-2026-0105,0842645243,2026-06,Enseignant,324.37,39,0.094,14,0,1.0,0,0,0,0,8.53,0.75,40.546,0.22,0
ACC-2026-0105,0842645243,2026-07,Enseignant,324.37,40,0.094,14,0,0.917,1,0,0,30,8.63,0.75,40.546,0.22,0
ACC-2026-0106,0848142021,2025-08,Commercant independant,366.04,62,0.213,4,0,1.0,0,0,0,0,28.0,6.4,12.201,0.36,0
ACC-2026-0106,0848142021,2025-09,Commercant independant,366.04,63,0.213,5,0,1.0,0,0,0,0,28.65,6.4,12.201,0.36,0
ACC-2026-0106,0848142021,2025-10,Commercant independant,366.04,64,0.213,6,0,1.0,0,0,0,0,27.68,6.4,12.201,0.36,0
ACC-2026-0106,0848142021,2025-11,Commercant independant,366.04,65,0.213,7,0,1.0,0,0,0,0,30.34,6.4,12.201,0.36,0
ACC-2026-0106,0848142021,2025-12,Commercant independant,366.04,66,0.213,8,0,1.0,0,0,0,0,28.27,6.4,12.201,0.36,0
ACC-2026-0106,0848142021,2026-01,Commercant independant,366.04,67,0.213,9,0,1.0,0,0,0,0,30.61,6.4,12.201,0.36,1
ACC-2026-0106,0848142021,2026-02,Commercant independant,366.04,68,0.213,10,0,1.0,0,0,0,0,29.45,6.4,12.201,0.36,0
ACC-2026-0106,0848142021,2026-03,Commercant independant,366.04,69,0.213,11,0,1.0,0,0,0,0,31.21,6.4,12.201,0.36,0
ACC-2026-0106,0848142021,2026-04,Commercant independant,366.04,70,0.213,12,0,1.0,0,0,0,0,28.59,6.4,12.201,0.36,0
ACC-2026-0106,0848142021,2026-05,Commercant independant,366.04,71,0.213,13,0,1.0,0,0,0,0,32.07,6.4,12.201,0.36,0
ACC-2026-0106,0848142021,2026-06,Commercant independant,366.04,72,0.213,14,0,1.0,0,0,0,0,27.85,6.4,12.201,0.36,0
ACC-2026-0106,0848142021,2026-07,Commercant independant,366.04,73,0.213,14,0,0.917,0,0,1,30,29.36,6.4,12.201,0.36,0
ACC-2026-0107,0844434507,2025-08,Enseignant,318.95,62,0.169,5,0,1.0,0,0,0,0,30.97,5.08,10.632,0.22,0
ACC-2026-0107,0844434507,2025-09,Enseignant,318.95,63,0.169,6,0,1.0,0,0,0,0,31.91,5.08,10.632,0.22,0
ACC-2026-0107,0844434507,2025-10,Enseignant,318.95,64,0.169,7,0,1.0,0,1,0,0,29.39,5.08,10.632,0.22,0
ACC-2026-0107,0844434507,2025-11,Enseignant,318.95,65,0.169,8,0,1.0,0,1,0,0,29.86,5.08,10.632,0.22,0
ACC-2026-0107,0844434507,2025-12,Enseignant,318.95,66,0.169,9,0,1.0,0,1,0,0,29.77,5.08,10.632,0.22,0
ACC-2026-0107,0844434507,2026-01,Enseignant,318.95,67,0.169,10,0,1.0,0,1,0,0,32.29,5.08,10.632,0.22,0
ACC-2026-0107,0844434507,2026-02,Enseignant,318.95,68,0.169,11,0,1.0,0,1,0,0,28.02,5.08,10.632,0.22,0
ACC-2026-0107,0844434507,2026-03,Enseignant,318.95,69,0.169,12,0,1.0,0,1,0,0,27.97,5.08,10.632,0.22,0
ACC-2026-0107,0844434507,2026-04,Enseignant,318.95,70,0.169,13,0,1.0,0,1,0,0,28.32,5.08,10.632,0.22,0
ACC-2026-0107,0844434507,2026-05,Enseignant,318.95,71,0.169,13,0,0.9,0,1,1,30,29.6,5.08,10.632,0.22,0
ACC-2026-0107,0844434507,2026-06,Enseignant,318.95,72,0.169,14,0,0.909,0,1,1,0,29.62,5.08,10.632,0.22,1
ACC-2026-0107,0844434507,2026-07,Enseignant,318.95,73,0.169,15,0,0.917,0,1,1,0,27.71,5.08,10.632,0.22,0
ACC-2026-0108,0849717785,2025-08,Chauffeur,411.95,53,0.164,3,0,1.0,0,0,0,0,25.66,4.1,16.478,0.42,0
ACC-2026-0108,0849717785,2025-09,Chauffeur,411.95,54,0.164,4,0,1.0,0,0,0,0,25.27,4.1,16.478,0.42,0
ACC-2026-0108,0849717785,2025-10,Chauffeur,411.95,55,0.164,5,0,1.0,0,0,0,0,23.91,4.1,16.478,0.42,0
ACC-2026-0108,0849717785,2025-11,Chauffeur,411.95,56,0.164,6,0,1.0,0,0,0,0,23.59,4.1,16.478,0.42,0
ACC-2026-0108,0849717785,2025-12,Chauffeur,411.95,57,0.164,7,0,1.0,0,0,0,0,23.64,4.1,16.478,0.42,0
ACC-2026-0108,0849717785,2026-01,Chauffeur,411.95,58,0.164,8,0,1.0,0,0,0,0,25.83,4.1,16.478,0.42,0
ACC-2026-0108,0849717785,2026-02,Chauffeur,411.95,59,0.164,9,0,1.0,0,0,0,0,23.47,4.1,16.478,0.42,0
ACC-2026-0108,0849717785,2026-03,Chauffeur,411.95,60,0.164,10,0,1.0,0,0,0,0,24.48,4.1,16.478,0.42,0
ACC-2026-0108,0849717785,2026-04,Chauffeur,411.95,61,0.164,11,0,1.0,0,0,0,0,26.91,4.1,16.478,0.42,0
ACC-2026-0108,0849717785,2026-05,Chauffeur,411.95,62,0.164,12,0,1.0,0,0,0,0,25.13,4.1,16.478,0.42,1
ACC-2026-0108,0849717785,2026-06,Chauffeur,411.95,63,0.164,13,0,1.0,0,0,0,0,26.07,4.1,16.478,0.42,0
ACC-2026-0108,0849717785,2026-07,Chauffeur,411.95,64,0.164,14,0,1.0,0,0,0,0,26.88,4.1,16.478,0.42,0
ACC-2026-0109,0845958621,2025-08,Commercant independant,285.86,19,0.199,4,0,1.0,0,0,0,0,23.45,4.96,11.434,0.36,1
ACC-2026-0109,0845958621,2025-09,Commercant independant,285.86,20,0.199,5,0,1.0,0,0,0,0,23.47,4.96,11.434,0.36,0
ACC-2026-0109,0845958621,2025-10,Commercant independant,285.86,21,0.199,6,0,1.0,0,0,0,0,24.43,4.96,11.434,0.36,0
ACC-2026-0109,0845958621,2025-11,Commercant independant,285.86,22,0.199,7,0,1.0,0,0,0,0,25.11,4.96,11.434,0.36,0
ACC-2026-0109,0845958621,2025-12,Commercant independant,285.86,23,0.199,8,0,1.0,0,0,0,0,23.33,4.96,11.434,0.36,0
ACC-2026-0109,0845958621,2026-01,Commercant independant,285.86,24,0.199,9,0,1.0,0,0,0,0,26.9,4.96,11.434,0.36,0
ACC-2026-0109,0845958621,2026-02,Commercant independant,285.86,25,0.199,10,0,1.0,0,0,0,0,25.05,4.96,11.434,0.36,0
ACC-2026-0109,0845958621,2026-03,Commercant independant,285.86,26,0.199,11,0,1.0,0,0,0,0,25.86,4.96,11.434,0.36,0
ACC-2026-0109,0845958621,2026-04,Commercant independant,285.86,27,0.199,11,0,0.889,0,0,1,30,24.38,4.96,11.434,0.36,0
ACC-2026-0109,0845958621,2026-05,Commercant independant,285.86,28,0.199,12,0,0.9,0,0,1,0,23.86,4.96,11.434,0.36,0
ACC-2026-0109,0845958621,2026-06,Commercant independant,285.86,29,0.199,13,0,0.909,0,0,1,0,24.77,4.96,11.434,0.36,0
ACC-2026-0109,0845958621,2026-07,Commercant independant,285.86,30,0.199,14,0,0.917,0,0,1,0,25.91,4.96,11.434,0.36,0
ACC-2026-0110,0842444148,2025-08,Enseignant,570.53,39,0.177,5,0,1.0,0,0,0,0,18.61,3.54,28.526,0.22,0
ACC-2026-0110,0842444148,2025-09,Enseignant,570.53,40,0.177,6,0,1.0,0,0,0,0,19.71,3.54,28.526,0.22,0
ACC-2026-0110,0842444148,2025-10,Enseignant,570.53,41,0.177,7,0,1.0,0,0,0,0,20.67,3.54,28.526,0.22,0
ACC-2026-0110,0842444148,2025-11,Enseignant,570.53,42,0.177,8,0,1.0,0,0,0,0,19.62,3.54,28.526,0.22,1
ACC-2026-0110,0842444148,2025-12,Enseignant,570.53,43,0.177,9,0,1.0,0,0,0,0,21.07,3.54,28.526,0.22,0
ACC-2026-0110,0842444148,2026-01,Enseignant,570.53,44,0.177,10,0,1.0,0,0,0,0,18.49,3.54,28.526,0.22,0
ACC-2026-0110,0842444148,2026-02,Enseignant,570.53,45,0.177,11,0,1.0,0,0,0,0,21.07,3.54,28.526,0.22,0
ACC-2026-0110,0842444148,2026-03,Enseignant,570.53,46,0.177,12,0,1.0,0,0,0,0,19.73,3.54,28.526,0.22,0
ACC-2026-0110,0842444148,2026-04,Enseignant,570.53,47,0.177,13,0,1.0,0,0,0,0,18.78,3.54,28.526,0.22,0
ACC-2026-0110,0842444148,2026-05,Enseignant,570.53,48,0.177,14,0,1.0,0,1,0,0,20.79,3.54,28.526,0.22,0
ACC-2026-0110,0842444148,2026-06,Enseignant,570.53,49,0.177,15,0,1.0,0,1,0,0,20.41,3.54,28.526,0.22,0
ACC-2026-0110,0842444148,2026-07,Enseignant,570.53,50,0.177,16,0,1.0,0,1,0,0,20.04,3.54,28.526,0.22,0
ACC-2026-0111,0843732123,2025-08,Chauffeur,378.19,18,0.135,3,0,1.0,0,0,0,0,15.33,2.03,25.213,0.42,1
ACC-2026-0111,0843732123,2025-09,Chauffeur,378.19,19,0.135,4,0,1.0,0,0,0,0,15.33,2.03,25.213,0.42,0
ACC-2026-0111,0843732123,2025-10,Chauffeur,378.19,20,0.135,5,0,1.0,0,0,0,0,15.64,2.03,25.213,0.42,0
ACC-2026-0111,0843732123,2025-11,Chauffeur,378.19,21,0.135,6,0,1.0,0,0,0,0,14.56,2.03,25.213,0.42,0
ACC-2026-0111,0843732123,2025-12,Chauffeur,378.19,22,0.135,7,0,1.0,0,0,0,0,15.48,2.03,25.213,0.42,0
ACC-2026-0111,0843732123,2026-01,Chauffeur,378.19,23,0.135,8,0,1.0,0,0,0,0,14.14,2.03,25.213,0.42,0
ACC-2026-0111,0843732123,2026-02,Chauffeur,378.19,24,0.135,9,0,1.0,0,0,0,0,14.79,2.03,25.213,0.42,0
ACC-2026-0111,0843732123,2026-03,Chauffeur,378.19,25,0.135,10,0,1.0,0,0,0,0,15.01,2.03,25.213,0.42,0
ACC-2026-0111,0843732123,2026-04,Chauffeur,378.19,26,0.135,11,0,1.0,0,0,0,0,15.46,2.03,25.213,0.42,0
ACC-2026-0111,0843732123,2026-05,Chauffeur,378.19,27,0.135,12,0,1.0,0,0,0,0,15.49,2.03,25.213,0.42,0
ACC-2026-0111,0843732123,2026-06,Chauffeur,378.19,28,0.135,13,0,1.0,0,0,0,0,14.08,2.03,25.213,0.42,1
ACC-2026-0111,0843732123,2026-07,Chauffeur,378.19,29,0.135,14,0,1.0,0,0,0,0,15.46,2.03,25.213,0.42,0
ACC-2026-0112,0849776515,2025-08,Agriculteur,385.49,44,0.241,1,0,1.0,0,0,0,0,9.39,2.41,38.549,0.46,0
ACC-2026-0112,0849776515,2025-09,Agriculteur,385.49,45,0.241,2,0,1.0,0,0,0,0,9.69,2.41,38.549,0.46,0
ACC-2026-0112,0849776515,2025-10,Agriculteur,385.49,46,0.241,3,0,1.0,0,0,0,0,10.42,2.41,38.549,0.46,1
ACC-2026-0112,0849776515,2025-11,Agriculteur,385.49,47,0.241,4,0,1.0,0,0,0,0,9.89,2.41,38.549,0.46,1
ACC-2026-0112,0849776515,2025-12,Agriculteur,385.49,48,0.241,5,0,1.0,0,0,0,0,10.15,2.41,38.549,0.46,0
ACC-2026-0112,0849776515,2026-01,Agriculteur,385.49,49,0.241,5,0,0.833,0,0,1,30,9.68,2.41,38.549,0.46,0
ACC-2026-0112,0849776515,2026-02,Agriculteur,385.49,50,0.241,6,0,0.857,0,0,1,0,10.16,2.41,38.549,0.46,0
ACC-2026-0112,0849776515,2026-03,Agriculteur,385.49,51,0.241,7,0,0.875,0,0,1,0,9.25,2.41,38.549,0.46,0
ACC-2026-0112,0849776515,2026-04,Agriculteur,385.49,52,0.241,8,0,0.889,0,0,1,0,10.13,2.41,38.549,0.46,0
ACC-2026-0112,0849776515,2026-05,Agriculteur,385.49,53,0.241,9,0,0.9,0,0,1,0,10.18,2.41,38.549,0.46,1
ACC-2026-0112,0849776515,2026-06,Agriculteur,385.49,54,0.241,10,0,0.909,0,0,1,0,10.42,2.41,38.549,0.46,0
ACC-2026-0112,0849776515,2026-07,Agriculteur,385.49,55,0.241,11,0,0.917,0,0,1,0,9.47,2.41,38.549,0.46,1
ACC-2026-0113,0842655671,2025-08,Vendeur de rue,414.46,61,0.311,2,0,1.0,0,0,0,0,16.1,4.66,27.631,0.62,0
ACC-2026-0113,0842655671,2025-09,Vendeur de rue,414.46,62,0.311,3,0,1.0,0,0,0,0,14.31,4.66,27.631,0.62,0
ACC-2026-0113,0842655671,2025-10,Vendeur de rue,414.46,63,0.311,4,0,1.0,0,0,0,0,14.1,4.66,27.631,0.62,0
ACC-2026-0113,0842655671,2025-11,Vendeur de rue,414.46,64,0.311,5,0,1.0,0,0,0,0,15.49,4.66,27.631,0.62,1
ACC-2026-0113,0842655671,2025-12,Vendeur de rue,414.46,65,0.311,6,0,1.0,0,0,0,0,14.08,4.66,27.631,0.62,0
ACC-2026-0113,0842655671,2026-01,Vendeur de rue,414.46,66,0.311,7,0,1.0,0,0,0,0,16.14,4.66,27.631,0.62,0
ACC-2026-0113,0842655671,2026-02,Vendeur de rue,414.46,67,0.311,8,0,1.0,0,0,0,0,15.85,4.66,27.631,0.62,1
ACC-2026-0113,0842655671,2026-03,Vendeur de rue,414.46,68,0.311,9,0,1.0,0,0,0,0,14.94,4.66,27.631,0.62,0
ACC-2026-0113,0842655671,2026-04,Vendeur de rue,414.46,69,0.311,10,0,1.0,0,0,0,0,14.98,4.66,27.631,0.62,0
ACC-2026-0113,0842655671,2026-05,Vendeur de rue,414.46,70,0.311,11,0,1.0,0,0,0,0,14.0,4.66,27.631,0.62,0
ACC-2026-0113,0842655671,2026-06,Vendeur de rue,414.46,71,0.311,12,0,1.0,0,0,0,0,14.04,4.66,27.631,0.62,0
ACC-2026-0113,0842655671,2026-07,Vendeur de rue,414.46,72,0.311,12,0,0.917,0,0,1,30,16.14,4.66,27.631,0.62,0
ACC-2026-0114,0847782844,2025-08,Enseignant,293.29,55,0.099,5,0,1.0,0,0,0,0,31.23,2.97,9.776,0.22,0
ACC-2026-0114,0847782844,2025-09,Enseignant,293.29,56,0.099,6,0,1.0,0,0,0,0,30.8,2.97,9.776,0.22,0
ACC-2026-0114,0847782844,2025-10,Enseignant,293.29,57,0.099,7,0,1.0,0,0,0,0,28.31,2.97,9.776,0.22,0
ACC-2026-0114,0847782844,2025-11,Enseignant,293.29,58,0.099,8,0,1.0,0,0,0,0,28.71,2.97,9.776,0.22,1
ACC-2026-0114,0847782844,2025-12,Enseignant,293.29,59,0.099,9,0,1.0,0,0,0,0,31.59,2.97,9.776,0.22,1
ACC-2026-0114,0847782844,2026-01,Enseignant,293.29,60,0.099,10,0,1.0,0,0,0,0,30.5,2.97,9.776,0.22,0
ACC-2026-0114,0847782844,2026-02,Enseignant,293.29,61,0.099,11,0,1.0,0,0,0,0,31.25,2.97,9.776,0.22,0
ACC-2026-0114,0847782844,2026-03,Enseignant,293.29,62,0.099,12,0,1.0,0,0,0,0,29.84,2.97,9.776,0.22,0
ACC-2026-0114,0847782844,2026-04,Enseignant,293.29,63,0.099,13,0,1.0,0,0,0,0,30.2,2.97,9.776,0.22,0
ACC-2026-0114,0847782844,2026-05,Enseignant,293.29,64,0.099,13,0,0.9,0,0,1,30,31.27,2.97,9.776,0.22,0
ACC-2026-0114,0847782844,2026-06,Enseignant,293.29,65,0.099,14,0,0.909,0,0,1,0,29.76,2.97,9.776,0.22,0
ACC-2026-0114,0847782844,2026-07,Enseignant,293.29,66,0.099,15,0,0.917,0,1,1,0,28.45,2.97,9.776,0.22,0
ACC-2026-0115,0843753883,2025-08,Commercant independant,425.88,63,0.173,4,0,1.0,0,0,0,0,8.24,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2025-09,Commercant independant,425.88,64,0.173,5,0,1.0,0,0,0,0,8.01,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2025-10,Commercant independant,425.88,65,0.173,6,0,1.0,0,0,0,0,8.15,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2025-11,Commercant independant,425.88,66,0.173,7,0,1.0,0,0,0,0,7.4,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2025-12,Commercant independant,425.88,67,0.173,8,0,1.0,0,0,0,0,8.31,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2026-01,Commercant independant,425.88,68,0.173,9,0,1.0,0,0,0,0,7.48,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2026-02,Commercant independant,425.88,69,0.173,10,0,1.0,0,0,0,0,8.21,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2026-03,Commercant independant,425.88,70,0.173,11,0,1.0,0,0,0,0,8.53,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2026-04,Commercant independant,425.88,71,0.173,12,0,1.0,0,0,0,0,7.39,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2026-05,Commercant independant,425.88,72,0.173,13,0,1.0,0,0,0,0,8.09,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2026-06,Commercant independant,425.88,73,0.173,14,0,1.0,0,0,0,0,8.11,1.38,53.235,0.36,0
ACC-2026-0115,0843753883,2026-07,Commercant independant,425.88,74,0.173,15,0,1.0,0,0,0,0,8.09,1.38,53.235,0.36,0
ACC-2026-0116,0844454568,2025-08,Commercant independant,437.24,65,0.136,5,0,1.0,0,0,0,0,32.25,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2025-09,Commercant independant,437.24,66,0.136,6,0,1.0,0,0,0,0,27.96,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2025-10,Commercant independant,437.24,67,0.136,7,0,1.0,0,0,0,0,29.03,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2025-11,Commercant independant,437.24,68,0.136,8,0,1.0,0,0,0,0,32.2,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2025-12,Commercant independant,437.24,69,0.136,9,0,1.0,0,0,0,0,28.91,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2026-01,Commercant independant,437.24,70,0.136,10,0,1.0,0,0,0,0,29.27,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2026-02,Commercant independant,437.24,71,0.136,11,0,1.0,0,0,0,0,29.04,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2026-03,Commercant independant,437.24,72,0.136,12,0,1.0,0,0,0,0,28.81,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2026-04,Commercant independant,437.24,73,0.136,13,0,1.0,0,0,0,0,31.83,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2026-05,Commercant independant,437.24,74,0.136,14,0,1.0,0,0,0,0,30.0,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2026-06,Commercant independant,437.24,75,0.136,15,0,1.0,0,0,0,0,28.89,4.09,14.575,0.36,0
ACC-2026-0116,0844454568,2026-07,Commercant independant,437.24,76,0.136,16,0,1.0,0,0,0,0,31.95,4.09,14.575,0.36,0
ACC-2026-0117,0842004647,2025-08,Commercant independant,304.78,20,0.192,3,0,1.0,0,0,0,0,29.57,5.75,10.159,0.36,0
ACC-2026-0117,0842004647,2025-09,Commercant independant,304.78,21,0.192,4,0,1.0,0,0,0,0,31.66,5.75,10.159,0.36,0
ACC-2026-0117,0842004647,2025-10,Commercant independant,304.78,22,0.192,5,0,1.0,0,0,0,0,30.9,5.75,10.159,0.36,0
ACC-2026-0117,0842004647,2025-11,Commercant independant,304.78,23,0.192,6,0,1.0,0,0,0,0,27.73,5.75,10.159,0.36,0
ACC-2026-0117,0842004647,2025-12,Commercant independant,304.78,24,0.192,7,0,1.0,0,0,0,0,32.36,5.75,10.159,0.36,0
ACC-2026-0117,0842004647,2026-01,Commercant independant,304.78,25,0.192,8,0,1.0,0,0,0,0,28.91,5.75,10.159,0.36,0
ACC-2026-0117,0842004647,2026-02,Commercant independant,304.78,26,0.192,9,0,1.0,0,0,0,0,30.24,5.75,10.159,0.36,1
ACC-2026-0117,0842004647,2026-03,Commercant independant,304.78,27,0.192,10,0,1.0,0,0,0,0,31.35,5.75,10.159,0.36,0
ACC-2026-0117,0842004647,2026-04,Commercant independant,304.78,28,0.192,11,0,1.0,0,0,0,0,29.03,5.75,10.159,0.36,0
ACC-2026-0117,0842004647,2026-05,Commercant independant,304.78,29,0.192,12,0,1.0,0,0,0,0,30.82,5.75,10.159,0.36,0
ACC-2026-0117,0842004647,2026-06,Commercant independant,304.78,30,0.192,13,0,1.0,0,0,0,0,31.65,5.75,10.159,0.36,0
ACC-2026-0117,0842004647,2026-07,Commercant independant,304.78,31,0.192,14,0,1.0,0,0,0,0,28.18,5.75,10.159,0.36,0
ACC-2026-0118,0849812402,2025-08,Infirmier,403.8,12,0.124,3,0,1.0,0,0,0,0,10.13,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2025-09,Infirmier,403.8,13,0.124,4,0,1.0,0,0,0,0,9.88,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2025-10,Infirmier,403.8,14,0.124,5,0,1.0,0,0,0,0,9.9,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2025-11,Infirmier,403.8,15,0.124,6,0,1.0,0,0,0,0,9.8,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2025-12,Infirmier,403.8,16,0.124,7,0,1.0,0,0,0,0,10.29,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2026-01,Infirmier,403.8,17,0.124,8,0,1.0,0,0,0,0,9.78,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2026-02,Infirmier,403.8,18,0.124,8,0,0.857,0,0,1,30,10.75,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2026-03,Infirmier,403.8,19,0.124,9,0,0.875,0,0,1,0,10.71,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2026-04,Infirmier,403.8,20,0.124,10,0,0.889,0,0,1,0,10.08,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2026-05,Infirmier,403.8,21,0.124,11,0,0.9,0,0,1,0,10.5,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2026-06,Infirmier,403.8,22,0.124,12,0,0.909,0,0,1,0,9.82,1.24,40.38,0.24,0
ACC-2026-0118,0849812402,2026-07,Infirmier,403.8,23,0.124,13,0,0.917,0,0,1,0,9.61,1.24,40.38,0.24,0
ACC-2026-0119,0844950370,2025-08,Infirmier,399.48,57,0.079,4,0,1.0,0,0,0,0,28.92,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2025-09,Infirmier,399.48,58,0.079,5,0,1.0,0,0,0,0,31.14,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2025-10,Infirmier,399.48,59,0.079,6,0,1.0,0,0,0,0,32.01,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2025-11,Infirmier,399.48,60,0.079,7,0,1.0,0,0,0,0,27.92,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2025-12,Infirmier,399.48,61,0.079,8,0,1.0,0,0,0,0,29.17,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2026-01,Infirmier,399.48,62,0.079,9,0,1.0,0,0,0,0,28.48,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2026-02,Infirmier,399.48,63,0.079,9,0,0.857,0,0,1,30,28.56,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2026-03,Infirmier,399.48,64,0.079,10,0,0.875,0,0,1,0,28.8,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2026-04,Infirmier,399.48,65,0.079,11,0,0.889,0,0,1,0,28.22,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2026-05,Infirmier,399.48,66,0.079,12,0,0.9,0,0,1,0,29.77,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2026-06,Infirmier,399.48,67,0.079,13,0,0.909,0,0,1,0,30.45,2.36,13.316,0.24,0
ACC-2026-0119,0844950370,2026-07,Infirmier,399.48,68,0.079,14,0,0.917,0,0,1,0,29.36,2.36,13.316,0.24,0
ACC-2026-0120,0844766269,2025-08,Fonctionnaire,344.38,3,0.255,2,0,1.0,0,0,0,0,26.9,6.36,13.775,0.18,0
ACC-2026-0120,0844766269,2025-09,Fonctionnaire,344.38,4,0.255,3,0,1.0,0,0,0,0,24.6,6.36,13.775,0.18,0
ACC-2026-0120,0844766269,2025-10,Fonctionnaire,344.38,5,0.255,4,0,1.0,0,1,0,0,24.47,6.36,13.775,0.18,1
ACC-2026-0120,0844766269,2025-11,Fonctionnaire,344.38,6,0.255,5,0,1.0,0,1,0,0,24.74,6.36,13.775,0.18,0
ACC-2026-0120,0844766269,2025-12,Fonctionnaire,344.38,7,0.255,6,0,1.0,0,1,0,0,23.47,6.36,13.775,0.18,0
ACC-2026-0120,0844766269,2026-01,Fonctionnaire,344.38,8,0.255,7,0,1.0,0,1,0,0,26.13,6.36,13.775,0.18,0
ACC-2026-0120,0844766269,2026-02,Fonctionnaire,344.38,9,0.255,8,0,1.0,0,1,0,0,26.43,6.36,13.775,0.18,0
ACC-2026-0120,0844766269,2026-03,Fonctionnaire,344.38,10,0.255,9,0,1.0,0,1,0,0,25.71,6.36,13.775,0.18,0
ACC-2026-0120,0844766269,2026-04,Fonctionnaire,344.38,11,0.255,10,0,1.0,0,1,0,0,24.16,6.36,13.775,0.18,0
ACC-2026-0120,0844766269,2026-05,Fonctionnaire,344.38,12,0.255,11,0,1.0,0,1,0,0,24.48,6.36,13.775,0.18,0
ACC-2026-0120,0844766269,2026-06,Fonctionnaire,344.38,13,0.255,11,0,0.909,0,1,1,30,23.53,6.36,13.775,0.18,0
ACC-2026-0120,0844766269,2026-07,Fonctionnaire,344.38,14,0.255,12,0,0.917,0,1,1,0,25.85,6.36,13.775,0.18,0
ACC-2026-0121,0845298752,2025-08,Fonctionnaire,357.16,31,0.146,5,0,1.0,0,0,0,0,21.5,2.93,17.858,0.18,0
ACC-2026-0121,0845298752,2025-09,Fonctionnaire,357.16,32,0.146,6,0,1.0,0,1,0,0,19.21,2.93,17.858,0.18,0
ACC-2026-0121,0845298752,2025-10,Fonctionnaire,357.16,33,0.146,7,0,1.0,0,1,0,0,19.59,2.93,17.858,0.18,0
ACC-2026-0121,0845298752,2025-11,Fonctionnaire,357.16,34,0.146,8,0,1.0,0,1,0,0,19.23,2.93,17.858,0.18,0
ACC-2026-0121,0845298752,2025-12,Fonctionnaire,357.16,35,0.146,9,0,1.0,0,1,0,0,18.82,2.93,17.858,0.18,0
ACC-2026-0121,0845298752,2026-01,Fonctionnaire,357.16,36,0.146,10,0,1.0,0,1,0,0,18.77,2.93,17.858,0.18,0
ACC-2026-0121,0845298752,2026-02,Fonctionnaire,357.16,37,0.146,11,0,1.0,0,1,0,0,21.07,2.93,17.858,0.18,0
ACC-2026-0121,0845298752,2026-03,Fonctionnaire,357.16,38,0.146,12,0,1.0,0,1,0,0,21.21,2.93,17.858,0.18,0
ACC-2026-0121,0845298752,2026-04,Fonctionnaire,357.16,39,0.146,13,0,1.0,0,1,0,0,19.4,2.93,17.858,0.18,0
ACC-2026-0121,0845298752,2026-05,Fonctionnaire,357.16,40,0.146,14,0,1.0,0,1,0,0,20.84,2.93,17.858,0.18,0
ACC-2026-0121,0845298752,2026-06,Fonctionnaire,357.16,41,0.146,15,0,1.0,0,1,0,0,20.95,2.93,17.858,0.18,0
